"","year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
"347",2015,"COL","17000115",17000670,"ISCED 3A","ISCED 3A","female","yes","yes",476.892,618.761,573.207,60.16349,"no","yes",NA,"3+","2","1","26-100",-0.2109,-0.0051
"348",2015,"COL","17000066",17008805,"less than ISCED1","ISCED 2","female","yes","yes",429.97,506.821,471.576,13.78144,"no","no",NA,"2","1","0","0-10",-1.6259,-1.5594
"349",2015,"COL","17000171",17003406,"less than ISCED1","ISCED 2","female","yes","yes",303.948,419.745,367.332,2.16066,"yes","no",NA,"1","2","0","11-25",-0.5064,-1.0678
"350",2015,"COL","17000181",17004487,"ISCED 2","ISCED 2","female","no","no",381.928,454.626,419.643,201.4699,"yes","no",NA,"2","0","0","11-25",-4.0898,-2.6674
"351",2015,"CRI","18800063",18800555,"ISCED 2",NA,"male","no","no",398.495,414.103,433.901,4.55036,"no","yes",NA,"1","0","0","0-10",-2.2513,-2.1536
"352",2015,"CRI","18800076",18803714,"ISCED 1","ISCED 1","female","yes","yes",362.074,452.489,427.67,7.93708,"yes","yes",NA,"2","1","0","26-100",-1.8823,-0.7625
"353",2015,"CRI","18800002",18807391,NA,"ISCED 3A","male","yes","yes",361.021,354.114,387.958,27.19985,"yes","yes",NA,"3+","3+","2","11-25",1.197,-0.1634
"354",2015,"CRI","18800110",18800732,"ISCED 3A","ISCED 3A","male","yes","yes",489.767,490.456,491.308,7.78296,"yes","yes",NA,"3+","1","1","26-100",-0.8755,-0.4196
"355",2015,"CRI","18800112",18807602,"ISCED 2","ISCED 1","male","no","no",407.342,441.558,421.715,4.91149,"no","yes",NA,"2","0","0","26-100",-2.2945,-1.9656
"356",2015,"CRI","18800190",18802956,"ISCED 1","less than ISCED1","female","yes","yes",414.62,418.878,443.646,3.44622,"yes","yes",NA,"1","1","0","11-25",-2.1871,-1.2677
"357",2015,"CRI","18800079",18801285,"ISCED 1","ISCED 1","female","yes","yes",411.479,466.65,452.438,6.02555,"yes","yes",NA,"3+","1","1","26-100",-0.8317,-1.2969
"358",2015,"CRI","18800071",18800305,"ISCED 3A","ISCED 3A","male","yes","yes",495.181,564.204,524.67,7.28403,"yes","yes",NA,"3+","3+","2","26-100",0.6787,1.3533
"359",2015,"CRI","18800086",18804952,"ISCED 1","ISCED 1","male","yes","yes",352.058,369.308,378.618,6.70199,"yes","no",NA,"3+","1","0","0-10",-1.9997,-0.4714
"360",2015,"CRI","18800201",18807121,"ISCED 1","ISCED 1","female","yes","yes",309.727,448.422,405.455,5.09066,"yes","yes",NA,"3+","1","1","26-100",-0.9678,-0.747
"361",2015,"CRI","18800014",18800114,"ISCED 3A","ISCED 3A","female","yes","yes",492.75,482.935,465.087,7.17943,"yes","no",NA,"3+","3+","2","101-200",0.7742,0.981
"362",2015,"CRI","18800118",18805267,"ISCED 1","ISCED 1","male","yes","yes",427.086,480.367,483.254,7.4712,"yes","no",NA,"2","1",NA,"11-25",-1.3598,-1.2539
"363",2015,"CRI","18800104",18800069,"less than ISCED1","less than ISCED1","male","yes","yes",328.286,284.873,304.115,5.04038,"yes","no",NA,"1","1","0","0-10",-2.3805,-2.7136
"364",2015,"CRI","18800164",18806452,"ISCED 2","ISCED 2","male","yes","yes",418.853,433.024,445.262,6.01709,"no","no",NA,"3+","2","0","26-100",-0.6193,-0.2431
"365",2015,"CRI","18800117",18802550,"ISCED 3A","ISCED 3A","female","yes","yes",475.09,497.133,438.06,7.9922,"yes","yes",NA,"3+","2","2","101-200",0.6232,1.1758
"366",2015,"CRI","18800135",18806756,NA,NA,"male",NA,NA,389.603,468.785,448.755,9.08421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2015,"CRI","18800103",18801766,"less than ISCED1","ISCED 1","male","no","no",389.047,370.072,375.513,8.91726,"yes","no",NA,"1","0","1","0-10",-1.838,-2.2709
"368",2015,"CRI","18800193",18805116,"ISCED 2","ISCED 3A","male","yes","no",532.237,515.762,528.848,7.49873,"yes","no",NA,"3+","1","0","0-10",-1.6513,0.0315
"369",2015,"CRI","18800079",18803366,"ISCED 2","ISCED 1","female","no","no",326.996,406.452,392.818,6.7434,"yes","yes",NA,"2","0","0","0-10",-2.6859,-2.2205
"370",2015,"CRI","18800031",18806814,NA,"ISCED 3A","male","yes","yes",451.509,537.284,471.217,8.62752,"yes","no",NA,"2","3+","2","11-25",-0.2502,-0.7766
"371",2015,"CRI","18800167",18804916,"less than ISCED1","ISCED 3B, C","female","yes","no",386.77,422.639,358.713,10.37054,"yes","no",NA,"3+","1","0","26-100",-1.8797,0.3363
"372",2015,"CRI","18800112",18803251,"ISCED 2","ISCED 2","female","no","yes",277.011,306.876,301.974,4.91149,"yes","no",NA,"2","0","2",NA,-1.5979,-1.918
"373",2015,"CRI","18800177",18804274,NA,"ISCED 1","male",NA,"yes",345.501,410.294,411.302,8.23235,"yes","yes",NA,"2","0","0","11-25",-1.358,-2.1298
"374",2015,"CRI","18800114",18807860,"ISCED 3A","ISCED 3A","male","yes","yes",379.843,382.919,429.996,7.20131,"yes","yes",NA,"3+","3+","2","11-25",0.7779,0.9063
"375",2015,"CRI","18800178",18806429,"ISCED 2","less than ISCED1","male","yes","yes",316.102,315.406,387.861,3.66471,"yes","yes",NA,"3+","1","1","0-10",-0.9506,-0.5948
"376",2015,"CRI","18800119",18806361,"less than ISCED1","ISCED 1","female","yes","yes",327.025,368.183,349.385,5.80805,"yes","no",NA,"1","1","0","11-25",-1.5768,-1.9539
"377",2015,"CRI","18800075",18802302,"ISCED 2","less than ISCED1","female","no","yes",292.81,318.529,261.886,7.95625,"yes","yes",NA,"2","0","1","11-25",-1.4666,-0.9335
"378",2015,"CRI","18800168",18802930,"less than ISCED1","less than ISCED1","female","yes","yes",465.465,442.718,482.166,5.45399,"yes","yes",NA,"3+","3+","3+","26-100",0.5527,-1.7717
"379",2015,"CRI","18800159",18802968,"ISCED 3A","ISCED 3B, C","male","yes","yes",577.713,573.66,565.097,7.14048,"yes","yes",NA,"3+","3+","1","0-10",0.0398,0.7272
"380",2015,"CRI","18800062",18805870,"ISCED 2","ISCED 2","female","no","no",301.126,437.118,398.305,6.80263,"no","no",NA,"1","0","0","0-10",-3.1134,-2.3166
"381",2015,"CRI","18800121",18805193,"ISCED 3A","ISCED 1","male","yes","yes",275.424,254.55,268.016,7.02639,"yes","yes",NA,"3+","2","0","11-25",-0.2639,0.2892
"382",2015,"CRI","18800161",18806971,"ISCED 3A","ISCED 1","male","yes","yes",330.265,339.412,313.879,4.50203,"yes","yes",NA,"2","2",NA,"11-25",-1.4654,-0.9533
"383",2015,"CRI","18800150",18802052,"ISCED 3A","ISCED 3A","female","yes","yes",444.798,529.337,472.219,8.32871,"yes","yes",NA,"3+","2","3+","101-200",0.3595,1.2722
"384",2015,"CRI","18800163",18806872,"ISCED 1","ISCED 3A","female","yes","yes",457.877,392.179,470.468,9.07578,"yes","no",NA,"3+","1","0","0-10",-1.0964,-0.5936
"385",2015,"CRI","18800197",18801751,"ISCED 3A",NA,"male","no","no",380.111,445.182,504.379,4.80482,"yes","yes",NA,"2","0","0","26-100",-1.4867,-0.8671
"386",2015,"CRI","18800149",18806698,"ISCED 1","ISCED 1","female","yes","yes",344.761,458.19,439.38,6.11469,"yes","yes",NA,"2","1","0","0-10",-1.3881,-1.9507
"387",2015,"CRI","18800013",18806487,"ISCED 2","ISCED 1","male","yes","yes",530.496,499.082,477.012,11.84813,"yes","no",NA,"2","2","2","26-100",-1.3092,-1.4041
"388",2015,"CRI","18800011",18805601,"ISCED 2","ISCED 2","male","yes","yes",367.465,345.25,331.891,8.38372,"yes","no",NA,"2","0","1","11-25",-1.6605,-0.7109
"389",2015,"CRI","18800204",18804883,"ISCED 3A","ISCED 3B, C","male","yes","yes",495.978,535.808,533.064,7.4664,"no","yes",NA,"3+","2","1","26-100",0.7254,1.1447
"390",2015,"CRI","18800147",18803644,"ISCED 2","ISCED 2","female","no","yes",353.974,397.43,377.25,4.0519,"yes","yes",NA,"2","0","0","11-25",-1.4095,-1.3596
"391",2015,"CRI","18800035",18802244,"ISCED 1","ISCED 1","male","yes","no",388.805,442.284,409.729,9.08227,"yes","no",NA,"2","1",NA,"0-10",-2.0389,-1.472
"392",2015,"CRI","18800076",18803368,"less than ISCED1",NA,"male","yes","no",381.607,371.086,353.291,8.45858,"yes","yes",NA,"2","1","1","0-10",-1.4867,-2.6984
"393",2015,"CRI","18800158",18800964,"ISCED 3A","ISCED 1","male","yes","yes",517.304,500.915,455.255,10.47613,"yes","no",NA,"1","1","0","0-10",-1.586,-0.6733
"394",2015,"CRI","18800108",18801588,"less than ISCED1","ISCED 3B, C","female","no","no",435.353,419.833,434.998,4.36383,"no","yes",NA,"1","0","0","0-10",-4.0077,-1.9071
"395",2015,"CRI","18800142",18800482,"ISCED 3A","ISCED 3A","male","yes","yes",576.288,608.983,553.005,6.6788,"yes","no",NA,"3+","3+","2","0-10",0.7742,0.495
"396",2015,"CRI","18800070",18801084,"ISCED 2","ISCED 2","male","yes","yes",364.398,369.285,386.341,9.16296,"yes","yes",NA,"2","1","2","0-10",-0.6485,-0.5136
"397",2015,"CRI","18800127",18801465,"ISCED 1","ISCED 1","male","yes","yes",459.113,495.556,534.966,9.91237,"yes","yes",NA,"1","2","1","11-25",-0.3405,-0.7012
"398",2015,"CRI","18800051",18801233,"ISCED 3A",NA,"female","yes","yes",357.313,365.55,330.215,5.89542,NA,NA,NA,"3+","1","1","0-10",-1.0939,-1.4424
"399",2015,"CRI","18800105",18803499,"ISCED 2","ISCED 1","female","yes","yes",543.543,543.735,513.888,7.14929,"yes","yes",NA,"2","1","1","0-10",-1.2152,-1.182
"400",2015,"CRI","18800067",18807285,"ISCED 3A","ISCED 2","female","yes","yes",478.043,529.368,547.95,8.43398,"yes","yes",NA,"2","1",NA,"0-10",-0.994,-0.5213
"401",2015,"CZE","20300298",20305352,"ISCED 3A","ISCED 3B, C","female","yes","yes",505.079,465.92,448.366,12.68997,"yes","yes",NA,"3+","3+","1","101-200",0.5753,-0.5102
"402",2015,"CZE","20300038",20304224,NA,NA,"male",NA,NA,427.931,312.463,482.316,5.82003,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2015,"CZE","20300274",20302618,"ISCED 3A","ISCED 3A","male","yes","yes",576.008,541.378,561.971,9.09656,"yes","yes",NA,"1","3+","3+","201-500",0.3854,0.6613
"404",2015,"CZE","20300302",20304008,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",384.495,390.966,414.125,27.0574,"yes","no",NA,"1","3+","2","26-100",0.0858,-1.1087
"405",2015,"CZE","20300029",20306589,"ISCED 1",NA,"male","yes","yes",338,295.089,323.43,13.10075,"yes","yes",NA,"3+","3+","2","11-25",0.3388,-1.3782
"406",2015,"CZE","20300041",20300510,"ISCED 3A","ISCED 3A","female","yes","yes",489.601,460.921,407.007,4.73517,"yes","yes",NA,"3+","3+","3+","26-100",1.6734,0.6801
"407",2015,"CZE","20300129",20305296,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",458.923,560.552,567.221,5.6962,"yes","yes",NA,"3+","2","2","101-200",-0.2099,-0.8181
"408",2015,"CZE","20300058",20304967,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",464.187,445.454,449.208,6.10156,"yes","yes",NA,"3+","2","2","26-100",-0.0191,-0.5695
"409",2015,"CZE","20300109",20307771,"ISCED 3A","ISCED 3A","male","yes","yes",534.974,453.353,521.418,5.85543,"yes","yes",NA,"2","2","1","0-10",-0.6723,-0.3267
"410",2015,"CZE","20300190",20300751,"ISCED 2","ISCED 3A","male","yes","yes",406.528,398.86,414.359,7.90728,"yes","yes",NA,"2","2","1","0-10",-0.8781,-1.1293
"411",2015,"CZE","20300165",20300107,"ISCED 3A","ISCED 3A","male","yes","yes",660.088,632.523,685.475,5.31187,"yes","no",NA,"1","2","1","101-200",-0.7611,0.6693
"412",2015,"CZE","20300172",20305938,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",397.89,439.842,424.083,11.35094,"yes","no",NA,"3+","1","1","more than 500",-0.7312,-1.2108
"413",2015,"CZE","20300108",20307296,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",414.755,362.494,421.575,10.62175,"yes","yes",NA,"3+","2","0","0-10",-0.0588,-0.9227
"414",2015,"CZE","20300260",20301045,"ISCED 3A","ISCED 3A","male","yes","yes",490.066,478.703,489.653,22.19945,"yes","no",NA,"2","3+","1","101-200",-0.4811,0.407
"415",2015,"CZE","20300292",20300143,"ISCED 3A","ISCED 3A","male","yes","yes",632.873,694.116,676.448,5.46544,"yes","yes",NA,"1","2","1","26-100",-0.8086,0.4703
"416",2015,"CZE","20300113",20300782,"ISCED 2","ISCED 2","female","yes","yes",405.253,371.081,442.387,10.7825,"no","no",NA,"2","3+","1","0-10",-0.2489,-1.0464
"417",2015,"CZE","20300314",20303510,"ISCED 3A","ISCED 3A","female","yes","yes",569.996,620.92,618.816,4.55378,"yes","no",NA,"1","3+","2","201-500",-0.039,0.7466
"418",2015,"CZE","20300029",20301849,"ISCED 3A","ISCED 1","male","yes","yes",320.769,325.35,324.35,11.78372,"yes","yes",NA,"1","1","1","26-100",-1.3831,-0.258
"419",2015,"CZE","20300136",20307362,"ISCED 3B, C","ISCED 3A","female","yes","yes",397.846,390.639,404.671,12.60345,"yes","no",NA,"2","3+","2","more than 500",0.1648,0.7607
"420",2015,"CZE","20300264",20302786,"ISCED 3B, C","ISCED 3A","female","yes","yes",410.226,455.627,404.322,24.1415,"yes","yes",NA,"1","1","1","201-500",-1.3887,0.0887
"421",2015,"CZE","20300293",20305679,"ISCED 3A","ISCED 3A","male","yes","yes",500.637,465.466,511.96,11.41325,"no","yes",NA,"1","3+","1","26-100",0.2053,-0.3709
"422",2015,"CZE","20300124",20301966,"ISCED 3A","ISCED 3A","male","yes","yes",631.059,567.317,619.405,13.26027,"yes","yes",NA,"1","2","1","more than 500",-0.8149,1.0754
"423",2015,"CZE","20300345",20304562,"ISCED 3A","ISCED 3A","female","yes","yes",578.618,635.233,637.72,4.694,"yes","yes",NA,"2","3+","1","more than 500",-0.5266,0.7829
"424",2015,"CZE","20300137",20306334,"ISCED 3A","ISCED 3A","female","yes","yes",480.679,562.68,496.044,23.94611,"yes","yes",NA,"1","3+","2","201-500",0.2288,0.1857
"425",2015,"CZE","20300325",20306023,"ISCED 3A","ISCED 3A","female","yes","yes",416.85,371.966,362.857,11.3924,"yes","yes",NA,"2","0","2","26-100",-0.9881,-0.9383
"426",2015,"CZE","20300280",20304071,"ISCED 3A","ISCED 3A","male","yes","yes",474.977,373.886,390.995,11.41325,"yes","yes",NA,"3+","3+","3+","more than 500",4.0887,3.4914
"427",2015,"CZE","20300308",20301158,"ISCED 3A","ISCED 3A","male","yes","yes",640.04,575.953,646.277,12.36044,"yes","no",NA,"2","3+","1","101-200",0.3553,0.0968
"428",2015,"CZE","20300041",20302135,"ISCED 3A","ISCED 3A","male","yes","yes",521.161,476.293,524.389,5.50826,"yes","no",NA,"2","1","1","26-100",-1.1944,-0.7968
"429",2015,"CZE","20300087",20302982,"ISCED 3A","ISCED 3A","female","yes","yes",492.193,511.956,364.772,13.25175,"yes","yes",NA,"3+","3+","2","26-100",0.7441,-0.0361
"430",2015,"CZE","20300341",20307525,"ISCED 3A",NA,"male","yes","yes",671.505,698.721,686.335,10.90909,"no","yes",NA,"1","3+","2","101-200",-0.0161,0.0958
"431",2015,"CZE","20300175",20302853,"ISCED 3A","ISCED 3A","female","yes","yes",617.362,643.183,538.578,8.62464,"yes","yes",NA,"3+","3+","1","201-500",0.8557,1.6099
"432",2015,"CZE","20300165",20305154,"ISCED 3A","ISCED 3A","male","yes","yes",546.528,502.322,539.146,5.31187,"yes","yes",NA,"3+","3+","2","26-100",0.3795,-0.038
"433",2015,"CZE","20300095",20305189,"ISCED 3A","ISCED 3B, C","female","yes","yes",508.908,561.162,510.518,24.1415,"yes","yes",NA,"2","3+","2","201-500",-0.2032,0.4759
"434",2015,"CZE","20300137",20307485,"ISCED 3A","ISCED 3A","male","yes","yes",568.058,493.754,468.172,22.71311,"yes","yes",NA,"3+","3+","2","26-100",0.8853,0.8471
"435",2015,"CZE","20300058",20304579,"ISCED 3A","ISCED 3A","male","no","yes",382.78,381.955,366.58,6.10156,"yes","yes",NA,"2","2","2","0-10",-0.4137,-0.9955
"436",2015,"CZE","20300253",20303050,"ISCED 3A","ISCED 3A","female","yes","yes",593.229,606.218,606.561,12.49933,"yes","yes",NA,"1","3+","2","201-500",-0.2069,0.0972
"437",2015,"CZE","20300241",20304721,"ISCED 3B, C","ISCED 3B, C","male",NA,"yes",338.246,349.667,397.709,24.05102,"yes","yes",NA,"3+","3+","3+","11-25",1.3941,-0.4189
"438",2015,"CZE","20300293",20306917,"ISCED 3A","ISCED 3A","female","yes","yes",640.694,651.884,580.167,11.24513,"yes","yes",NA,"1","3+","2","26-100",0.1229,0.1753
"439",2015,"CZE","20300053",20302112,"ISCED 3A","ISCED 1","female","yes","yes",422.475,449.568,388.902,27.02042,"yes","yes",NA,"3+","3+","1","26-100",0.1088,-0.4889
"440",2015,"CZE","20300024",20301395,"ISCED 3A","ISCED 3A","female","yes","yes",538.509,578.377,574.516,5.75797,"yes","yes",NA,"2","2","1","201-500",-0.1779,0.1734
"441",2015,"CZE","20300018",20305965,"ISCED 3A","ISCED 3A","male","yes","yes",640.403,672.435,660.047,7.20229,"yes","yes",NA,"3+","3+","3+","more than 500",2.6701,1.9076
"442",2015,"CZE","20300032",20302320,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",410.583,437.838,406.392,22.94444,"yes","yes",NA,"2","2","1","26-100",-1.2995,-1.0123
"443",2015,"CZE","20300014",20307997,"ISCED 3A","ISCED 3B, C","female","yes","yes",603.587,599.956,518.181,11.82061,"yes","yes",NA,"3+","3+","3+","26-100",0.9151,-0.4161
"444",2015,"CZE","20300109",20300394,"ISCED 3A","ISCED 3A","male","yes","yes",467.577,516.963,483.557,5.85543,"yes","yes",NA,"3+","3+","1","26-100",0.0709,-0.8416
"445",2015,"CZE","20300136",20304552,"ISCED 3A","ISCED 3A","female","yes","yes",391.156,377.176,382.686,12.60345,"yes","no",NA,"2","3+","0","201-500",-0.7084,-0.5931
"446",2015,"CZE","20300335",20300322,"ISCED 3A","ISCED 3A","male","yes","yes",590.498,475.75,595.08,10.92579,"yes","yes",NA,"2","2","2","more than 500",-0.4137,0.4754
"447",2015,"CZE","20300299",20302619,"ISCED 3A","ISCED 3A","female","yes","yes",490.727,507.137,469.118,10.38095,"yes","yes",NA,"1","3+","2","more than 500",0.3553,1.3832
"448",2015,"CZE","20300184",20304299,"ISCED 3A","ISCED 3B, C","female","yes","yes",507.646,521.012,535.988,10.34475,"yes","no",NA,"1","2","3+","26-100",-0.6759,-0.2429
"449",2015,"CZE","20300087",20301974,"ISCED 2","ISCED 3A","female","yes","yes",471.333,479.508,428.851,13.25175,"yes","yes",NA,"3+","3+","1","26-100",0.3089,-0.5072
"450",2015,"CZE","20300038",20307123,"ISCED 3A","ISCED 3B, C","male","no","yes",446.067,349.905,379.655,5.82003,"yes","no",NA,"3+","3+","2","0-10",-0.059,0.0778
"451",2015,"DEU","27600107",27604145,"ISCED 2","ISCED 3A","male","yes","yes",336.411,207.984,260.973,130.4106,"yes","yes",NA,"2","1","2","11-25",-0.518,0.4565
"452",2015,"DEU","27600033",27604774,"ISCED 3A","ISCED 3A","female","yes","yes",477.091,476.801,545.323,101.757,"yes","yes",NA,"1","3+","1","201-500",-0.221,0.7968
"453",2015,"DEU","27600087",27607194,"ISCED 2","ISCED 2","female","yes","yes",458.819,447.549,488.684,81.00555,"yes","yes",NA,"2","2","2","26-100",-1.1135,-0.7457
"454",2015,"DEU","27600001",27606253,"ISCED 2","ISCED 3A","male","yes","yes",673.907,726.628,739.518,98.01853,"yes","yes",NA,"3+","3+","2","201-500",0.8819,1.4127
"455",2015,"DEU","27600251",27601115,"ISCED 3B, C","ISCED 2","male","yes","yes",445.862,415.672,475.875,82.95076,NA,"no",NA,"3+","3+","1","more than 500",-0.2872,-0.0305
"456",2015,"DEU","27600051",27610265,"ISCED 3A","less than ISCED1","female","yes","yes",528.194,519.739,520.435,117.5893,"yes","yes",NA,"2","3+","0","201-500",-0.3968,-0.2341
"457",2015,"DEU","27600179",27604342,"ISCED 2","ISCED 3A","male","yes","yes",583.164,547.313,584.242,103.9735,"yes","yes",NA,"2","3+","1","201-500",-0.1792,1.382
"458",2015,"DEU","27600182",27600152,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",504.424,487.384,498.498,81.56544,"yes","yes",NA,"3+","3+","2","26-100",1.0159,-0.3002
"459",2015,"DEU","27600127",27601997,"ISCED 2","ISCED 2","female","yes","yes",620.824,628.621,580.495,133.1914,"yes","yes",NA,"3+","3+","3+","more than 500",1.0121,-0.7686
"460",2015,"DEU","27600258",27608677,"ISCED 3A","ISCED 3A","male","yes","yes",440.245,398.39,455.754,185.9202,"yes","yes",NA,"3+","3+","1","101-200",0.954,1.2178
"461",2015,"DEU","27600215",27606705,"ISCED 3A","ISCED 3A","male","yes","yes",581.29,689.903,612.738,92.57305,"yes","yes",NA,"2","1","2","201-500",0.0757,1.6041
"462",2015,"DEU","27600064",27612307,"ISCED 3A","ISCED 3A","female","yes","yes",449.753,571.328,479.626,111.3239,"yes","yes",NA,"2","2","1","26-100",-0.2868,1.1056
"463",2015,"DEU","27600031",27603218,NA,NA,"female",NA,NA,418.508,381.058,385.797,112.6712,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",2015,"DEU","27600185",27600012,"ISCED 2","ISCED 2","male","yes","yes",635.679,638.173,624.739,110.6346,"yes","no",NA,"2","3+","3+","26-100",0.1193,0.3723
"465",2015,"DEU","27600017",27607169,"ISCED 2","ISCED 2","female","yes","yes",554.435,512.237,533.17,109.0267,"yes","yes",NA,"3+","2","2","26-100",-0.0121,-0.4644
"466",2015,"DEU","27600083",27610490,NA,NA,"male","yes","yes",389.831,288.154,367.257,91.63857,"yes",NA,NA,"2","1",NA,"0-10",-1.2199,NA
"467",2015,"DEU","27600226",27610271,"ISCED 3A","ISCED 3A","female","yes","yes",660.624,657.425,711.768,105.1857,"yes","yes",NA,"2","3+","3+","more than 500",1.9203,2.0668
"468",2015,"DEU","27600069",27604989,"ISCED 2","ISCED 2","female","yes","yes",568.848,668.056,614.611,117.8716,"yes","yes",NA,"1","3+","1","26-100",-0.1189,-0.7073
"469",2015,"DEU","27600226",27611354,"ISCED 3A","ISCED 3A","female","yes","yes",563.924,564.126,559.92,105.1857,"yes","yes",NA,"2","3+","3+","more than 500",1.4643,2.4007
"470",2015,"DEU","27600241",27600151,"ISCED 2","ISCED 3A","male","yes","yes",608.525,644.647,595.637,117.8304,"yes","yes",NA,"3+","3+","3+","26-100",0.7249,0.5759
"471",2015,"DEU","27600205",27610309,"ISCED 3A","ISCED 3A","male","yes","yes",592.685,568.586,677.435,109.2294,"yes","yes",NA,"1","3+","2","201-500",-0.2171,0.9221
"472",2015,"DEU","27600139",27600493,NA,NA,"female","yes","yes",451.233,494.93,440.181,88.15051,"yes","yes",NA,"2","3+","1","11-25",-0.5138,-0.9341
"473",2015,"DEU","27600173",27602648,"ISCED 2","ISCED 2","female","yes","yes",506.586,420.961,419.148,116.6546,"yes","yes",NA,"3+","2","1","0-10",-0.25,-1.4749
"474",2015,"DEU","27600046",27602529,NA,NA,"female","yes","yes",267.316,225.592,322.455,95.91206,"yes","no",NA,"2","2","1","26-100",-0.5267,-0.3425
"475",2015,"DEU","27600012",27600324,NA,NA,"male",NA,NA,477.823,534.266,495.107,76.38089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",2015,"DEU","27600228",27604946,NA,NA,"male",NA,NA,402.835,395.109,435.981,88.54269,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",2015,"DEU","27600180",27607079,"ISCED 2","ISCED 2","male","yes","yes",558.495,528.568,639.817,114.6867,"yes","yes",NA,"3+","3+","2","101-200",0.4496,-1.1376
"478",2015,"DEU","27600124",27610425,"ISCED 3A","ISCED 3A","female","yes","yes",527.6,515.682,487.416,119.9456,"yes",NA,NA,"3+","3+","3+","201-500",0.6309,0.2844
"479",2015,"DEU","27600037",27605624,NA,NA,"female",NA,NA,440.881,457.832,459.041,134.196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",2015,"DEU","27600026",27611280,"ISCED 2","ISCED 2","male","yes","yes",565.827,587.388,574.604,104.4302,"yes","yes",NA,"3+","3+","2","26-100",-0.0619,-0.5278
"481",2015,"DEU","27600258",27600526,"less than ISCED1","ISCED 3A","female","yes","yes",369.417,423.671,415.061,179.724,"yes","yes",NA,"2","3+","1","0-10",-0.6482,-0.7223
"482",2015,"DEU","27600044",27609554,"ISCED 2","ISCED 2","female","yes","yes",537.441,458.418,422.176,117.311,"yes","yes",NA,"3+","3+","2","26-100",0.7343,-0.1416
"483",2015,"DEU","27600207",27604486,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",491.376,595.982,575.91,94.55046,"yes","yes",NA,"1","3+","1","more than 500",-0.6668,1.0434
"484",2015,"DEU","27600156",27604369,"ISCED 3B, C","ISCED 2","male","yes","yes",559.669,572.311,586.159,110.9485,"no","yes",NA,"2","2","2","101-200",-0.3412,0.2753
"485",2015,"DEU","27600067",27610639,"ISCED 2","ISCED 3A","female","yes","yes",520.544,587.774,513.497,101.1159,"yes","yes",NA,"2","3+","1","26-100",0.1296,0.1482
"486",2015,"DEU","27600249",27611867,NA,NA,"male",NA,NA,475.311,525.484,542.389,137.1849,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",2015,"DEU","27600103",27606215,NA,NA,"female",NA,NA,482.673,441.574,483.42,118.1121,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",2015,"DEU","27600154",27610515,"less than ISCED1","ISCED 2","male","yes","yes",568.762,571.084,632.445,115.9808,"yes","no",NA,"1","3+","1","more than 500",0.0335,0.2771
"489",2015,"DEU","27600082",27605650,"ISCED 3A","ISCED 3A","female","yes","yes",540.538,660.497,654.853,111.3464,"yes","yes",NA,"2","2","1","more than 500",-0.1805,1.5125
"490",2015,"DEU","27600073",27606074,"ISCED 1","ISCED 2","female","yes","yes",481.101,497.747,534.032,81.45197,"yes","yes",NA,"1","1","1","201-500",-1.6224,-1.3231
"491",2015,"DEU","27600205",27607994,"ISCED 3A","ISCED 3B, C","female","yes","yes",446.611,534.766,509.022,104.6989,"yes","no",NA,"1","2","1","more than 500",-0.4752,0.7563
"492",2015,"DEU","27600009",27600083,NA,NA,"male",NA,NA,379.33,349.627,392.291,115.9506,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",2015,"DEU","27600252",27601397,"ISCED 3B, C","ISCED 3A","male","yes","yes",622.517,661.521,629.984,82.99094,"yes","yes",NA,"3+","3+","2","201-500",2.0511,1.7456
"494",2015,"DEU","27600064",27610446,NA,NA,"male",NA,NA,478.55,502.431,549.004,123.7362,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",2015,"DEU","27600170",27606053,"ISCED 2","ISCED 2","male",NA,"yes",406.965,368.675,402.163,143.6153,NA,"yes",NA,"3+","2","1","11-25",-0.8344,-0.7461
"496",2015,"DEU","27600016",27603023,"ISCED 3B, C",NA,"male","yes","yes",489.41,279.313,428.047,89.55569,"yes","yes",NA,"2","3+",NA,"101-200",0.9676,0.0638
"497",2015,"DEU","27600087",27602303,NA,NA,"male",NA,NA,355.519,356.425,284.646,98.14564,NA,NA,NA,NA,NA,NA,NA,NA,NA
