"","year","country","school_id","student_id","mother_educ","father_educ","gender","computer","internet","math","read","science","stu_wgt","desk","room","dishwasher","television","computer_n","car","book","wealth","escs"
"11",2015,"AUS","3600529",3614208,"ISCED 3A","ISCED 2","female","yes","yes",348.689,445.906,425.179,9.86986,"yes","yes",NA,"3+","2","3+","26-100",0.444,0.8716
"12",2015,"AUS","3600718",3610404,"ISCED 3B, C","ISCED 3A","male","yes","yes",555.295,505.285,604.154,34.28519,"yes","yes",NA,"2","3+","1","101-200",0.2541,0.9147
"13",2015,"AUS","3600720",3604249,"ISCED 3A","ISCED 2","male","yes","yes",465.489,406.677,442.648,10.47975,"yes","yes",NA,"3+","3+","3+","26-100",2.4349,0.6685
"14",2015,"AUS","3600056",3614296,"ISCED 3A","ISCED 3A","male","yes","yes",380.425,451.891,395.331,42.77949,"yes","yes",NA,"3+","2","3+","26-100",0.5187,0.4879
"15",2015,"AUS","3600704",3602743,"ISCED 3A","ISCED 3A","male","yes","yes",348.417,434.828,441.785,3.05556,NA,"yes",NA,"3+","3+","3+","26-100",1.2573,-0.1371
"16",2015,"AUS","3600330",3620311,"ISCED 3A","ISCED 3A","female","yes","yes",690.97,580.925,695.539,30.84595,"yes","yes",NA,"2","2","1","101-200",-0.2465,0.3023
"17",2015,"AUS","3600388",3602219,"ISCED 3A","ISCED 3A","male","yes","yes",480.719,434.937,399.875,13.93756,"yes","yes",NA,"3+","3+","2","101-200",1.6679,1.3766
"18",2015,"AUS","3600398",3620548,"ISCED 3A","ISCED 2","male","yes","yes",393.487,326.283,364.53,26.74898,"yes","yes",NA,"3+","3+","2","101-200",0.7384,0.474
"19",2015,"AUS","3600456",3613417,"ISCED 3A","ISCED 1","female","yes","yes",498.47,455.208,479.589,30.28404,"yes","yes",NA,"3+","3+","3+","101-200",0.645,0.1071
"20",2015,"AUS","3600168",3615797,"ISCED 3A","ISCED 3A","male","yes","yes",605.196,612.731,618.346,34.71821,"yes","yes",NA,"3+","3+","3+","more than 500",2.4811,1.9931
"21",2015,"AUS","3600175",3604743,"ISCED 3A","ISCED 3A","female","yes","yes",439.022,487.265,503.353,2.99,"yes","yes",NA,"2","3+","3+","101-200",0.601,0.3411
"22",2015,"AUS","3600394",3605198,"ISCED 3A","ISCED 3A","female","yes","yes",513.411,599.608,500.427,7.6616,"yes","yes",NA,"2","2","2","201-500",0.3837,1.1179
"23",2015,"AUS","3600635",3613853,"ISCED 3A","ISCED 3A","female","yes","yes",492.144,540.92,511.39,40.91477,"yes","yes",NA,"3+","3+","3+","0-10",1.2544,0.3348
"24",2015,"AUS","3600356",3620440,"ISCED 3A","ISCED 2","male","yes","yes",436.814,423.893,420.386,11.00851,"yes","yes",NA,"3+","2","3+","more than 500",0.9773,0.8571
"25",2015,"AUS","3600176",3607553,"ISCED 3A","ISCED 3A","female","yes","yes",373.937,500.946,395.428,10.68479,NA,"yes",NA,"2","2","3+","0-10",0.0958,-0.7887
"26",2015,"AUS","3600157",3603133,"ISCED 3A","ISCED 3A","female","yes","yes",478.37,548.361,532.377,22.47328,"yes","yes",NA,"3+","3+","2","26-100",0.5241,-0.2367
"27",2015,"AUS","3600405",3619427,"ISCED 2","ISCED 2","male","yes","yes",319.502,259.134,387.997,7.79023,"yes","yes",NA,"3+","3+","3+","0-10",1.7111,0.3551
"28",2015,"AUS","3600241",3613816,"ISCED 3A","ISCED 3A","male","yes","yes",489.082,437.334,511.329,16.81593,"yes","yes",NA,"3+","3+","3+","26-100",0.6553,-0.5075
"29",2015,"AUS","3600002",3611278,"ISCED 3A","ISCED 3A","male","yes","yes",505.791,505.28,473.192,11.78813,"yes","yes",NA,"2","2","2","11-25",-0.5029,0.1627
"30",2015,"AUS","3600074",3610853,"ISCED 3A","ISCED 3A","male","yes","yes",638.098,654.187,713.707,17.07844,"yes","yes",NA,"1","3+","2","201-500",0.2031,1.1362
"31",2015,"AUS","3600673",3601849,"ISCED 1","ISCED 2","male","yes","yes",554.62,527.909,608.296,26.60413,"no","yes",NA,"3+","3+","1","26-100",0.2959,-1.2471
"32",2015,"AUS","3600150",3619380,NA,NA,"male","yes","yes",403.293,460.203,522.974,24.98168,"yes","no",NA,"3+","3+","3+","11-25",1.0471,0.4172
"33",2015,"AUS","3600617",3614232,"ISCED 3A","ISCED 1","female","yes","yes",320.708,264.995,362.793,2.77869,"yes","no",NA,"3+","3+","2","26-100",0.2062,0.4776
"34",2015,"AUS","3600614",3618136,"ISCED 2","ISCED 3A","female","yes","yes",437.026,502.662,457.006,17.09729,"yes","yes",NA,"3+","3+","3+","201-500",1.3629,0.6602
"35",2015,"AUS","3600637",3605072,"ISCED 3A","ISCED 3A","female","yes","yes",517.759,569.171,479.015,5.49481,"yes","yes",NA,"2","3+","3+","101-200",1.6072,1.0598
"36",2015,"AUS","3600198",3612602,"ISCED 1","ISCED 2","female","yes","yes",599.938,509.37,530.839,27.96787,"yes","yes",NA,"1","3+","3+","26-100",-0.295,-0.8035
"37",2015,"AUS","3600765",3619597,"ISCED 3A","ISCED 3A","female","yes","yes",345.512,406.863,353.784,5.6792,"yes","yes",NA,"3+","1","3+","0-10",0.5265,0.1432
"38",2015,"AUS","3600077",3603756,"ISCED 2",NA,"male",NA,"yes",389.566,386.798,499.146,1.73501,"yes","yes",NA,"2","2","0","101-200",-0.6837,-0.6606
"39",2015,"AUS","3600514",3614719,"ISCED 2","ISCED 2","male","yes","yes",521.7,381.725,474.876,2.13642,"yes","yes",NA,"3+","2",NA,"11-25",0.1175,0.2622
"40",2015,"AUS","3600428",3616294,"ISCED 2","ISCED 2","male","no","no",333.215,239.571,385.125,2.64704,"yes","no",NA,"3+","1","3+","26-100",-0.2742,-0.6012
"41",2015,"AUS","3600560",3612805,"ISCED 3A","ISCED 2","male","no","no",467.067,437.894,467.634,20.23395,"yes","no",NA,"3+","0","2","more than 500",-0.9452,-1.053
"42",2015,"AUS","3600431",3613738,"ISCED 2","ISCED 2","male","yes","no",362.714,282.198,288.34,2.53015,"yes","yes",NA,"3+","2","1","0-10",-0.5223,-0.92
"43",2015,"AUS","3600495",3603223,"ISCED 3A","ISCED 3A","male","yes","yes",439.304,464.866,401.658,34.8259,"yes","yes",NA,"3+","3+","2","26-100",0.7384,-0.4006
"44",2015,"AUS","3600360",3600529,"ISCED 3A","ISCED 3B, C","male","yes","yes",437.515,384.403,433.537,26.83907,"yes","yes",NA,"3+","3+","1","101-200",1.0704,0.9571
"45",2015,"AUS","3600785",3619940,"less than ISCED1","less than ISCED1","male","yes","yes",405.358,367.297,301.915,11.16733,"yes","yes",NA,"3+","3+","2","0-10",0.6384,-0.8713
"46",2015,"AUS","3600580",3603978,"ISCED 3B, C","ISCED 1","female","yes","yes",383.241,452.969,452.946,35.29985,"yes","yes",NA,"3+","3+","3+","26-100",0.5404,0.1264
"47",2015,"AUS","3600105",3620485,"ISCED 3A","ISCED 3A","male","yes","yes",417.854,398.014,512.181,38.95539,"yes","yes",NA,"2","2","3+","201-500",0.6439,0.8234
"48",2015,"AUS","3600537",3613764,"ISCED 3A","ISCED 3A","male","yes","yes",537.11,534.778,572.624,32.41376,"yes","no",NA,"2","3+","2","26-100",0.4422,-0.6
"49",2015,"AUS","3600524",3605818,"ISCED 3B, C","ISCED 3A","female","yes","yes",359.33,434.904,327.658,24.91652,"no","yes",NA,"3+","3+","2","0-10",0.8198,-0.2918
"50",2015,"AUS","3600225",3603139,"ISCED 3A","ISCED 3A","female","yes","yes",563.223,598.573,591.809,27.79666,"yes","yes",NA,"2","3+","3+","26-100",1.1475,1.2799
"51",2015,"AUT","4000200",4001385,"ISCED 3A","ISCED 3A","male","yes","yes",567.013,550.305,567.568,14.34674,"yes","yes",NA,"2","1","2","26-100",0.2105,1.3695
"52",2015,"AUT","4000009",4006002,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",336.542,348.433,349.953,11.27641,"yes","yes",NA,"3+","1","1","26-100",-1.387,-0.8312
"53",2015,"AUT","4000241",4005961,"ISCED 3A","ISCED 3A","male","yes","yes",461.757,445.86,451.721,1,"yes","yes",NA,"2","3+","2","201-500",0.919,1.3699
"54",2015,"AUT","4000052",4006761,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",437.408,426.049,430.957,13.34518,"yes","yes",NA,"3+","2","3+","11-25",0.2272,-0.551
"55",2015,"AUT","4000171",4010141,"ISCED 2","ISCED 3A","female","yes","yes",530.24,603.883,532.938,18.282,"yes","yes",NA,"1","2","2","201-500",-0.1295,0.7267
"56",2015,"AUT","4000212",4003632,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",545.926,496.473,539.311,11.21967,"yes","yes",NA,"2","1","1","0-10",-0.9683,-0.6987
"57",2015,"AUT","4000071",4002814,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",576.409,444.623,578.897,12.71601,"yes","yes",NA,"3+","1","1","0-10",-0.8329,-1.1393
"58",2015,"AUT","4000194",4004593,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",568.455,551.977,522.985,16.99853,"yes","yes",NA,"3+","3+","2","201-500",0.0306,0.005
"59",2015,"AUT","4000131",4008580,"ISCED 3A","ISCED 3A","male","yes","yes",557.225,622.613,618.22,15.49363,"yes","yes",NA,"3+","3+","1","101-200",0.2139,1.2894
"60",2015,"AUT","4000037",4000566,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",521.594,504.698,490.311,4.79063,"yes","yes",NA,"3+","3+","2","26-100",0.8596,-0.2529
"61",2015,"AUT","4000147",4004807,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",570.508,503.535,562.372,10.22601,"yes","yes",NA,"2","2","0","11-25",-0.1866,-0.583
"62",2015,"AUT","4000167",4005597,"ISCED 3A","less than ISCED1","male","yes","yes",318.051,289.868,274.181,5.45443,"yes","no",NA,"2","3+","2","0-10",-0.1825,-0.3323
"63",2015,"AUT","4000026",4007309,"ISCED 3A","ISCED 3A","male","yes","yes",841.922,794.306,854.811,7.08642,"yes","yes",NA,"1","3+","2","101-200",0.0928,0.6367
"64",2015,"AUT","4000247",4005374,"ISCED 1","ISCED 2","male","yes","yes",468.176,381.239,393.72,11.37926,"no","yes",NA,"2","3+","2","0-10",0.233,-1.1079
"65",2015,"AUT","4000153",4008583,"ISCED 3A","ISCED 3A","female","yes","yes",584.674,639.702,636.074,9.29576,"yes","yes",NA,"0","3+","3+","201-500",0.5197,1.287
"66",2015,"AUT","4000096",4004145,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",471.556,418.064,486.642,5.72729,"yes","yes",NA,"2","1","2","201-500",-0.6051,-0.9011
"67",2015,"AUT","4000067",4004556,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",451.354,460.213,411.923,13.93739,"yes","yes",NA,"3+","3+","3+","101-200",1.5933,-0.4407
"68",2015,"AUT","4000190",4008943,"ISCED 3B, C","ISCED 3A","female","yes","yes",569.919,562.743,586.029,6.31686,"yes","yes",NA,"2","3+","1","more than 500",0.1028,1.273
"69",2015,"AUT","4000017",4004034,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",641.583,568.697,646.101,6.28276,"yes","yes",NA,"2","3+","1","more than 500",0.3175,1.0891
"70",2015,"AUT","4000177",4009160,"ISCED 3A","ISCED 3B, C","male","yes","yes",458.374,354.845,388.537,7.14821,"yes","yes",NA,"2","3+","3+","11-25",1.1444,0.4788
"71",2015,"AUT","4000161",4005996,"ISCED 1","ISCED 3B, C","female","yes","yes",417.014,540.836,442.594,14.77993,"yes","yes",NA,"3+","2","2","11-25",-0.343,-0.8437
"72",2015,"AUT","4000219",4008523,"ISCED 3A","ISCED 3A","male","yes","yes",637.381,591.722,628.242,6.82648,"yes","yes",NA,"3+","1","2","101-200",0.8697,1.1358
"73",2015,"AUT","4000087",4010270,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",481.011,428.671,404.997,9.97559,"yes","yes",NA,"3+","3+","3+","26-100",1.0986,0.0708
"74",2015,"AUT","4000093",4002073,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",466.56,501.812,457.869,4.43655,"yes","yes",NA,"3+","3+","2","101-200",0.8545,0.4949
"75",2015,"AUT","4000104",4009333,"ISCED 3A","ISCED 3B, C","female","yes","yes",556.566,589.417,598.783,7.38587,"yes","yes",NA,"1","3+","3+","201-500",1.139,0.5792
"76",2015,"AUT","4000252",4002076,"ISCED 3B, C","ISCED 3A","male","yes","yes",511.198,552.515,564.641,23.31652,"yes","yes",NA,"2","1","1","101-200",-1.0273,0.8563
"77",2015,"AUT","4000171",4005257,"ISCED 2","ISCED 3B, C","female","yes","yes",422.605,518.837,429.141,21.02922,"yes","no",NA,"2","2","1","0-10",-0.4724,-0.5215
"78",2015,"AUT","4000047",4002691,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",628.032,534.726,538.509,9.82322,"yes","yes",NA,"2","3+","2","201-500",0.0837,0.2772
"79",2015,"AUT","4000282",4007502,"ISCED 2","ISCED 3B, C","male","yes","yes",491.603,421.834,514.743,7.17324,"yes","no",NA,"1","2","2","11-25",-0.5646,-0.454
"80",2015,"AUT","4000268",4008749,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",389.642,383.977,369.3,8.41321,"yes","yes",NA,"3+","2","2","11-25",0.3783,-0.7215
"81",2015,"AUT","4000149",4000784,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",457.381,404.739,463.293,6.30991,"yes","yes",NA,"2","3+","3+","26-100",1.351,-0.0548
"82",2015,"AUT","4000131",4005279,"ISCED 3B, C",NA,"male","yes","yes",414.428,453.628,460.94,15.64244,"yes","yes",NA,"3+","3+","2","26-100",1.7317,0.2181
"83",2015,"AUT","4000087",4008545,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",499.5,451.065,477.043,9.97559,"yes","yes",NA,"3+","3+","2","26-100",0.0763,-0.1209
"84",2015,"AUT","4000010",4003550,"ISCED 3A","ISCED 3B, C","female","yes","yes",486.346,579.173,548.723,8.03368,"yes","yes",NA,"1","3+","2","101-200",-0.1721,1.1198
"85",2015,"AUT","4000101",4006263,"ISCED 3A","ISCED 3A","male","yes","no",608.389,576.168,582.673,9.7848,"yes","no",NA,"1","2","1","more than 500",-1.1772,0.9646
"86",2015,"AUT","4000150",4001053,"ISCED 3B, C","ISCED 3B, C","female","yes","no",437.78,387.172,443.468,9.31929,"yes","yes",NA,"3+","2","0","0-10",-0.6152,-1.3883
"87",2015,"AUT","4000017",4000882,"ISCED 3A","ISCED 3A","female","yes","yes",518.979,570.975,533.169,6.00912,"yes","yes",NA,"1","2","1","101-200",-0.2892,1.3011
"88",2015,"AUT","4000263",4006099,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",444.787,425.523,409.074,6.39061,"yes","yes",NA,"2","1","2","0-10",-0.7195,0.0018
"89",2015,"AUT","4000181",4001062,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",648.581,660.916,634.682,13.45924,"yes","yes",NA,"3+","3+","2","201-500",0.8596,-0.2516
"90",2015,"AUT","4000101",4008617,"ISCED 3A","ISCED 3A","male","yes","yes",506.438,377.468,435.289,9.7848,"yes","no",NA,"2","2","0","0-10",-0.9057,-3e-04
"91",2015,"AUT","4000116",4007972,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",577.635,579.268,612.484,12.35808,"yes","yes",NA,"2","3+","2","101-200",0.1257,-0.6084
"92",2015,"AUT","4000256",4005919,"ISCED 3B, C","ISCED 2","female","yes","yes",649.898,675.983,682.153,12.64693,"yes","yes",NA,"3+","3+","2","201-500",0.3749,0.1868
"93",2015,"AUT","4000078",4003548,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",475.353,525.282,484.277,17.12129,"yes","yes",NA,"3+","3+","2","101-200",0.8965,0.313
"94",2015,"AUT","4000023",4005610,"ISCED 3A","ISCED 3B, C","female","yes","yes",367.283,397.772,405.585,5.77418,"yes","yes",NA,"1","1","1","26-100",-1.2298,-0.6371
"95",2015,"AUT","4000193",4006784,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",464.284,233.639,341.997,17.98922,"yes","yes",NA,"3+","3+","3+","101-200",1.4116,-0.5714
"96",2015,"AUT","4000068",4006562,"ISCED 3A","ISCED 3A","male","yes","yes",437.136,374.055,389.377,15.60725,"yes","yes",NA,"3+","1","2","26-100",-0.6276,1.183
"97",2015,"AUT","4000166",4009442,"ISCED 3A",NA,"male","yes","yes",505.131,533.773,518.521,13.13691,"yes","yes",NA,"2","1","1","26-100",-0.4365,-0.2345
"98",2015,"AUT","4000134",4005816,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",655.244,567.863,586.536,13.81581,"yes","yes",NA,"3+","2","2","26-100",-0.015,-0.1727
"99",2015,"AUT","4000195",4002985,NA,"ISCED 3B, C","male","yes","yes",418.529,333.778,421.452,10.08395,"yes","yes",NA,"3+","2","2","101-200",0.5939,-0.0766
"100",2015,"AUT","4000167",4000551,"ISCED 2","ISCED 2","female","yes","yes",419.967,387.811,394.509,6.20406,"yes","no",NA,"2","2","1","0-10",-0.6591,-1.4335
"101",2015,"BEL","5650004",5650995,"ISCED 3B, C","ISCED 2","male","yes","yes",641.038,714.566,713.162,1.90909,"yes","yes",NA,"3+","2","2","201-500",0.0363,0.0069
"102",2015,"BEL","5650011",5654554,"ISCED 3A","ISCED 2","female","yes","yes",476.243,554.436,538.543,12.88123,"yes","yes",NA,"3+","2","1","11-25",0.1252,0.533
"103",2015,"BEL","5600023",5602420,"ISCED 3A",NA,"female","yes","yes",569.622,482.155,576.822,12.87938,"yes","yes",NA,"3+","3+","3+","101-200",1.5038,-0.369
"104",2015,"BEL","5600133",5602007,"ISCED 3A","ISCED 3B, C","female","yes","yes",573.584,539.422,520.758,15.09002,"yes","yes",NA,"2","0","2","26-100",-0.5884,-0.6077
"105",2015,"BEL","5600116",5600577,"ISCED 3A","ISCED 3A","female","yes","yes",462.437,481.266,457.393,13.84143,"yes","yes",NA,"2","3+","2","201-500",1.2485,1.1919
"106",2015,"BEL","5650071",5653856,"ISCED 3A","ISCED 3A","male","yes","yes",432.022,464.323,440.708,16.46041,"yes","yes",NA,"2","3+","2","26-100",-0.0374,0.4282
"107",2015,"BEL","5600033",5600761,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",514.885,501.615,541.67,9.19467,"yes","yes",NA,"3+","2","2","11-25",0.2761,-0.5092
"108",2015,"BEL","5600144",5603773,"ISCED 3A","ISCED 3A","male","yes","yes",569.13,493.239,554.91,11.42073,"yes","yes",NA,"1","1","2","201-500",0.2565,1.0982
"109",2015,"BEL","5600130",5603551,"ISCED 2","ISCED 3B, C","male","no","yes",554.424,460.071,514.468,6.03797,"yes","yes",NA,"3+","3+",NA,"11-25",0.4707,-1.1731
"110",2015,"BEL","5600030",5604078,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",446.101,475.153,438.408,8.05179,"yes","yes",NA,"3+","3+","1","201-500",0.1587,-0.7123
"111",2015,"BEL","5600048",5601062,"ISCED 3B, C","ISCED 3A","male","yes","yes",522.441,524.614,512.632,11.71028,"yes","yes",NA,"3+","3+","3+","26-100",0.2791,-0.7237
"112",2015,"BEL","5600026",5601201,"ISCED 3A","ISCED 3A","female","yes","yes",590.725,574.507,593.646,8.73965,"yes","yes",NA,"2","2","2","26-100",-0.3166,0.642
"113",2015,"BEL","5650014",5650099,"ISCED 2","ISCED 3A","female","yes","yes",419.072,497.698,443.251,23.11651,"yes","yes",NA,"3+","3+","3+","101-200",0.9057,0.2771
"114",2015,"BEL","5600036",5601673,"ISCED 3A","ISCED 3A","female","yes","yes",610.972,536.906,567.864,10.17429,"yes","yes",NA,"1","2","1","26-100",-0.1609,-0.2075
"115",2015,"BEL","5650030",5654647,"ISCED 3A","ISCED 3A","female","yes","yes",435.119,513.5,427.658,12.60297,"yes","yes",NA,"2","3+","2","26-100",0.7141,0.3071
"116",2015,"BEL","5650070",5653241,"ISCED 3A","ISCED 2","female","yes","yes",466.532,507.863,464.632,14.41139,"yes","no",NA,"3+","2","1","101-200",-0.4736,0.1086
"117",2015,"BEL","5650029",5654139,"ISCED 3A","ISCED 3A","female","yes","yes",475.124,490.825,498.466,16.41697,"yes","yes",NA,"1","3+","1","101-200",-0.268,1.3571
"118",2015,"BEL","5650057",5653156,"ISCED 3B, C","ISCED 3B, C","male","yes","yes",453.022,498.443,500.269,11.58948,"yes","yes",NA,"3+","3+","3+","101-200",0.4439,0.6547
"119",2015,"BEL","5650062",5653708,"ISCED 2","ISCED 3B, C","male","yes","yes",574.598,662.712,610.435,12.09872,"yes","yes",NA,"3+","3+","1","0-10",-0.0187,-1.1996
"120",2015,"BEL","5600066",5603027,"ISCED 2","ISCED 2","male","yes","yes",612.602,516.741,556.356,10.14899,"yes","yes",NA,"3+","2","1","0-10",-0.1459,-0.8162
"121",2015,"BEL","5600023",5603087,"ISCED 3B, C","ISCED 3B, C","female","yes","yes",477.589,501.255,470.106,12.87938,"yes","yes",NA,"1","2","2","more than 500",0.2024,1.309
"122",2015,"BEL","5600163",5600461,"ISCED 3A","ISCED 3A","female","yes","yes",605.612,605.626,623.712,7.46049,"yes","yes",NA,"2","3+","2","201-500",0.558,0.9173
"123",2015,"BEL","5650083",5653331,"ISCED 3A","ISCED 3A","male","yes","yes",529.973,456.23,490.717,13.08446,"yes","yes",NA,"2","1","2","11-25",-0.1905,0.5236
"124",2015,"BEL","5650080",5650559,NA,"ISCED 3A","male","yes","yes",495.135,450.367,473.776,22.10872,"yes","yes",NA,"3+","3+","2","101-200",0.9941,0.0414
"125",2015,"BEL","5600005",5606525,"ISCED 3A","ISCED 3B, C","female","yes","yes",410.375,419.182,392.124,8.59767,"yes","yes",NA,"2","3+","2","11-25",0.7004,-0.3704
"126",2015,"BEL","5600027",5601146,"ISCED 3A","ISCED 3A","male","yes","yes",382.484,361.222,386.186,12.8927,"yes","yes",NA,"3+","3+","2","11-25",0.7877,0.3805
"127",2015,"BEL","5600012",5604779,"ISCED 1","ISCED 3B, C","male","yes","yes",296.199,364.337,392.898,13.40737,"yes","yes",NA,"3+","3+","2","0-10",0.9812,-0.0993
"128",2015,"BEL","5650044",5653832,"ISCED 3A","ISCED 3B, C","female","yes","yes",446.902,373.594,427.064,16.98162,"yes","yes",NA,"3+","3+","3+","26-100",1.3106,1.0378
"129",2015,"BEL","5600037",5604940,"ISCED 2",NA,"female","yes","yes",517.209,464.499,469.221,12.97504,"yes","yes",NA,"2","1","2","11-25",-0.8861,0.073
"130",2015,"BEL","5650007",5654685,"ISCED 2","ISCED 3B, C","male","yes","yes",525.019,469.08,539.361,13.377,"yes","yes",NA,"1","2","2","0-10",-0.6343,-0.6091
"131",2015,"BEL","5600119",5603231,"ISCED 3A","ISCED 3B, C","female","yes","yes",616.563,586.529,552.572,10.71051,"yes","yes",NA,"3+","3+","2","26-100",0.1038,0.6367
"132",2015,"BEL","5600104",5603356,"ISCED 3A","ISCED 3A","female","yes","yes",477.975,397.978,425.949,8.51943,"yes","yes",NA,"2","3+","2","26-100",0.527,0.8572
"133",2015,"BEL","5600087",5603577,"ISCED 3A","ISCED 2","male","yes","yes",307.209,286.97,305.64,10.7844,"yes","yes",NA,"2","2","2","26-100",0.7698,1.5788
"134",2015,"BEL","5650072",5651094,"ISCED 3A","ISCED 3A","female","yes","yes",538.834,502.5,483.626,17.63776,"yes","yes",NA,"3+","1","1","0-10",-0.9966,0.4421
"135",2015,"BEL","5600124",5606379,"ISCED 3B, C","ISCED 3A","male","yes","yes",433.09,395.091,378.773,9.31876,"yes","yes",NA,"3+","2","1","0-10",0.186,-1.1212
"136",2015,"BEL","5650101",5651251,"ISCED 3B, C",NA,"male","yes","yes",418.491,398.973,385.329,17.67036,"yes","yes",NA,"3+","3+","2","0-10",0.652,-0.5476
"137",2015,"BEL","5650062",5652070,"ISCED 2","ISCED 3B, C","female","yes","yes",570.517,654.345,631.44,12.13961,"yes","yes",NA,"2","1","2","26-100",-0.9947,-0.2277
"138",2015,"BEL","5600134",5600920,"ISCED 2","ISCED 3B, C","female","yes","yes",563.132,669.612,568.334,11.5893,"yes","yes",NA,"3+","3+","1","101-200",-0.1487,-0.1789
"139",2015,"BEL","5650099",5654564,"ISCED 2","ISCED 3A","female","yes","yes",454.809,450.151,456.797,7.62496,"yes","yes",NA,"3+","2","2","0-10",0.1863,0.0988
"140",2015,"BEL","5600018",5606269,"ISCED 3A","ISCED 3B, C","male","yes","yes",518.659,495.079,485.425,9.9956,"yes","yes",NA,"1","2","2","11-25",-0.1989,0.0223
"141",2015,"BEL","5600093",5600003,"ISCED 3A","less than ISCED1","female","yes","yes",328.858,288.208,330.928,11.98439,"yes","yes",NA,"3+","2","0","0-10",-0.8894,-1.3006
"142",2015,"BEL","5600166",5601273,NA,NA,"male","yes","yes",583.036,505.527,581.291,9.94689,"yes","yes",NA,"2","3+","2","more than 500",-0.1736,1.6089
"143",2015,"BEL","5650050",5654123,"ISCED 3A","ISCED 3A","female","yes","yes",654.476,662.08,617.362,13.43605,"yes","yes",NA,"1","3+","2","more than 500",-0.0173,1.4758
"144",2015,"BEL","5600108",5603223,"ISCED 2","ISCED 2","female","yes","yes",377.04,311.333,384.728,10.1218,"yes","no",NA,"2","2","2","26-100",0.0388,-1.4096
"145",2015,"BEL","5600009",5604445,"ISCED 3A","ISCED 3A","male","yes","yes",682.145,611.648,659.524,14.21085,"yes","yes",NA,"1","1","2","101-200",-0.2667,1.1917
"146",2015,"BEL","5650078",5654193,"ISCED 3A","ISCED 3A","female","yes","yes",532.131,604.855,570.17,1.88718,"yes","yes",NA,"1","1","3+","more than 500",-0.3538,-0.8536
"147",2015,"BEL","5600041",5601632,"ISCED 3A",NA,"male","yes","yes",501.963,484.776,562.214,5.7957,"yes","yes",NA,"3+","3+","2","101-200",0.9625,-0.1285
