CNT,YEAR,gap_recomputed,avg_math_recomputed,avg_read_recomputed,avg_science_recomputed,avg_escs_recomputed,n_students_recomputed,q25_escs,q75_escs
BGR,2012,118.52759414852545,439.38338478374277,439.164021302606,447.5205902346382,205.15187148905252,1802,-0.94,0.65
BGR,2015,97.17485661790926,444.53906170923034,435.6475128911519,449.54269743864637,-0.06851068951071689,1832,-0.8388528508533771,0.7801596785185138
BGR,2018,102.8398879859393,441.3870583629471,425.2229588867784,428.87773758358816,-0.22868937833744196,1822,-0.9266258200322735,0.5689445808551545
BGR,2022,119.38058725748539,422.3666286227195,409.2494936590155,426.40671909430495,-0.2405003253125744,1840,-1.0011155825966571,0.6006842020009852
BIH,2018,59.391117021549405,408.59202758271607,405.5522912379082,401.22499878740047,-0.5474384420063031,1843,-1.1287061185576914,-0.008119053193480455
BLR,2018,103.03594655801174,473.8626364780669,476.3735830163224,472.93879235938755,-0.11891043275238888,1815,-0.7191426487895695,0.527490719453974
BRA,2009,94.10134791753973,397.8024161364971,421.92869272853835,417.5190613119504,66.51853996447727,1956,-1.888328934589837,-0.13194408689471449
BRA,2012,71.33221969690567,411.5305499781226,429.78957828243773,424.27977727521164,201.73385465332169,1951,-1.73,-0.2
BRA,2015,82.34441510493383,386.87128931358257,421.68353433732995,412.3266752930118,-0.8916020797580011,1964,-1.6277641210478657,-0.13566844522216495
BRA,2018,98.27165177776129,399.4931084467179,430.92474576642684,419.74727985396146,-0.9676613183904228,1904,-1.7585436988086158,-0.05566543892826135
BRA,2022,87.26616880644343,389.2869451686635,423.0273721178283,415.05235039069777,-0.8581373144777616,1904,-1.5381660341227206,-0.06443895929296013
BRN,2018,78.3159621759549,448.7780754834604,430.6934953719035,451.80237007003427,-0.12818557749411782,1920,-0.7804,0.5660226940939067
BRN,2022,80.68538502038405,455.64766840787024,446.162523190639,460.99453589125324,-0.11125956096072023,1905,-0.7793112052500031,0.6027755180752655
